text_clean,title_clean,baseline_summary,instruction_summary,cot_summary,self_consistent_summary
"i purchased a refurbished lens...it came in a box just like new! i love the zoom range for this lens. i can get nice distance shots, but also like the 34people34 shots...i mostly use it during travel with friends. i was pleased with some nature shots that i took on a morning hike just to try out the lens.",nice allaround lens!,"love the zoom range for this lens. i can get nice distance shots, but also like the","love the zoom range for this lens. i can get nice distance shots, but also like the 34","love the zoom range for this lens. i can get nice distance shots, but also like the 34","love the zoom range for this lens. i can get nice distance shots, but also like the"
i purchased the protection plan for a bluetooth headset. when i called to get my money back because the product broke they made me do a bunch of research and look up all the information for the product. they want to know if it is still under manufacturers warranty. he wanted information i didnt have and insisted that i call amazon to find out the manufacturer. after i refused to call amazon he transferred me to amazon without my consent. i dont think i should have to jump through hoops and do a bunch of research to find out if there are other warranties in place. i want assurion to pay me for the product and then if its still under warranty they can do the research and get reimbursed. i dont have time to do all this.,not worth the money,works with assurion to find out if it is still under warranty and get reimbursed.,"great product, but not worth the research needed to get it back. i want assurion to pay me for the product and then if its still under warranty ...",works with assurion to find out if it is still under warranty and get reimbursed.,works with assurion to find out if it is still under warranty and get reimbursed.
"we have always loved the functional and simplicity of amazonbasics products, this one did not disappoint at all. quality is great, design is beautify with the plastic hard outer side, i can still access all the buttons easily. i love this pastel pink, more light mauve than pink. works as described, and so does the holder that allows me to watch youtube comfortably off a table.","great product, good material and design","great amazonbasics product, works as described, great quality, easy to use","?"", i love this pastel pink, more light mauve than pink ...","great amazonbasics, this one did not disappoint. quality is great, design is beautify","great amazonbasics product, works as described, great quality, easy to use"
"i have used kindle ereaders since the very first edition came out and can honestly say the paperwhite is the best version. im on my second one due to overuse more than likely. twas mot annoying to read on an older model, so i was delighted to see the mailman walk up to my door. i love my paperwhite and cannot live without it. yes, im a daily 34readaholic34 lol",... out and can honestly say the paperwhite is the best version. im on my second one due to ...,"i love my paperwhite and cannot live without it. yes, im a daily 34readaholic","?"", i love my paperwhite. yes, im a daily 34readaholic 34 lol lol",aholic 34readaholic lol i love my paperwhite and cannot live without it.,"i love my paperwhite and cannot live without it. yes, im a daily 34readaholic"
i love my arlo cameras! they work great when they are new easy to setup.. but fast forward a year later new netgear router .. and they will not connect !i have reset everything .. uninstalled app .. reinstalledthey will not connect ! already 3 hours into frustrationand of course .. support has run out !complete fail on resetups .. brutal netgear !,great camera .. until you have to re setup !,love my arlo cameras! they work great when they are new easy to setup.. but fast forward a year later,love my arlo cameras! they work great when they are new easy to setup.. but fast forward a year later,love my arlo cameras! they work great when they are new easy to setup.. but fast forward ...,love my arlo cameras! they work great when they are new easy to setup.. but fast forward a year later
"usb hubs are one of those computer extras that dont get a lot of attention or thought until one runs out of ports. when needed, though, a hub can greatly expand the usb capabilities of a system. this particular hub is one that comes with its own power supply, which is in my opinion better for most uses.this is an unassuming little device, about the size of a small harmonica and about as solid. its small size allows it to take up a small amount of desk space, tucking easily behind a monitor or case or, if being used with a laptop, behind the whole system. in my specific situation i have it plugged into a laptop with an external monitor attached to it so i have the hub just at the base of the external monitor where it is out of thew way but still easily accessible.in use, it works as it should. my one real test for the hub was to connect up an external usb hard drive, which does not work well with my other usb hub coincidentally, also a belkin product. when i attached the hard drive, the system immediately saw it and assigned a drive letter to it, just as if i connected it directly. this is how a hub should handle such a drive and i was pleased when there was no issue.the one complaint i have with this hub is that the power cord is not snug. when the hub is moved while attached it is very easy to disconnect it from the power supply. my workaround was to use a twist tie to attach the power cord to the usb cable that attaches the hub to the system, after which i can move the hub without any difficulty.this is a decent usb hub that works as it is supposed to work. other than the lessthansecure plug for power i have no complaints.",decent 4port usb hub,"works as it should, works as it is supposed to work, works well with external hard drive","works as it should, works as it is supposed to work, works well with external hard drive","works as it should, works as it is supposed to work. easy to connect up an external hard drive","works as it should, works as it is supposed to work, works well with external hard drive"
"this is an amazaing little device. i got it for my wife who is somewhat challenged when it comes to technology. this little device works great and it is not at all difficult to use. if you are looking for something to back up the pictures on your phone then get this,, and you wont regret the decision.","you know you want it, just get it.",this is an amazaing little device. if you are looking for something to back up the pictures on your phone,this is an amazaing little device. this little device works great and it is not at all difficult to use.,"this is an amazaing little device. if you are looking for something to back up the pictures on your phone then get this,,",this is an amazaing little device. if you are looking for something to back up the pictures on your phone
"it does its job, though it could use a little more polish. i love it except for the shuffle feature which ive seen try to play the same track twice in a row. if you use shuffle a lot, you might not like this player. otherwise its exactly what i needed and is reasonably easy to use.","decent player, good value","appa does its job, though it could use a little more polish i love it except for the shuffle feature","does what it is supposed to do, but could use a little more polish.","it does its job, though it could use a little more polish. i love it except for the shuffle feature which","appa does its job, though it could use a little more polish i love it except for the shuffle feature"
"i never like the fingerpad method, so i always use a wireless mouse. this one works as you would expect. linked up really fast. i have a previous logitech so i didnt have to add the new usb nib its inside the battery area in case you do need to use it. its a thicker mouse meaning not flat as some, comfortable. its a workable wireless mouse.",logitech signature m650 wireless mouse,"works as you would expect. linked up really fast. its a thicker mouse meaning not flat as some, comfortable","works as you would expect. linked up really fast. a thicker mouse meaning not flat as some, comfortable","works as you would expect. linked up really fast. i never like the fingerpad method, so i always use a wireless mouse","works as you would expect. linked up really fast. its a thicker mouse meaning not flat as some, comfortable"
lets try this again since amazon said my last review was it appears your review had inappropriate content.. and i did not put anything in that was bad. just said it was slow and not easy for someone who had a stroke to plug in the cords. i see they are only wanting 5 stars and not the real truth how customers feel about an item.,it is so slow,not easy for someone who had a stroke to plug in the cords.lets try this again since amazon said my last review, and cord charging cords were slow and not easy for a stroke sufferer to use.,"great product, but not for stroke sufferers or stroke sufferer. i see they are only wanting 5 stars.",not easy for someone who had a stroke to plug in the cords.lets try this again since amazon said my last review
i have bought this coverage for other electronics in the past. this time it was for my reowned samsung galaxy a71 5g phone as you really never know what you might find. plus coverage is great for those who have the droppsies and there goes your screen. but read the fine print before purchasing to make sure this is for you. works well for me.,inexpensive coverage for peace of mind!,great coverage for my reowned samsung galaxy a71 5g phone as you really never know what ...,great coverage for my reowned samsung galaxy a71 5g phone as you really never know what you might find.,great for my reowned samsung galaxy a71 5g phone but read fine print before purchasing,great coverage for my reowned samsung galaxy a71 5g phone as you really never know what ...
"in my experience, sabrent products are reliable, longlasting, and reasonably priced. they always do what theyre advertised to do, and this sabrent quick charge 3.0 54w 5port familysized desktop usb rapid charger black axqcs5 is no exception.the chargers usb ports are quite snug, but this means the cables wont be easily loosened or dislodged. the charger ports work with most usb cables and devices the ports are for charging only, not data transfer.caveat for purchasers the charger has only one port with qualcomm quick charge 3.0 capabilityits identified by the green plastic port interior and the qualcomm quick charge logo a circle with a lightning bolt that is printed beneath the port opening.the advertised quick charging speeds of up to 4 times faster than standard chargers are available only to devices with builtin qualcomm quick charge 3.0 capability. for more information, or to find lists of compatible devices, try googling qualcomm quick charge faqs.",faster speeds require devices with builtin quick charge 3.0 capability,sabrent quick charge 3.0 54w 5port familysized desktop usb rapid charger black axqcs5,quick charge 3.0 54w 5port familysized desktop usb rapid charger black axqcs5,sabrent quick charge 3.0 54w 5port familysized desktop usb rapid charger black axqcs5,sabrent quick charge 3.0 54w 5port familysized desktop usb rapid charger black axqcs5
"we have a router that supports the 802.11ac standard but until we got this router we had no way of connecting to it beyond the 802.11n standard. i was very interested in trying this adapter to see if it really is that much faster. its absolutely very fast and has wonderful connection reliability but suffers from a very slow software installation process.i connected it to a windows 7 64bit system and allowed windows to search for a driver. when that failed as i assumed it would since this is a new product i put in the installation cd and started the installer. the process took a surprisingly long time just to install and load the driver, to the point that i considered rebooting the box and starting over. it did finish though and then was ready to connect.it connected without effort to our 5ghz network and immediately was able to serve up content. everything seemed to be faster but we were not sure until my teenage son connected to a minecraft server and started playing. in addition to a lagfree connection he noticed about a 20 gain in frame rates sustained.so far i cant find anything beyond the clunky install that stands out as a negative. this is a fast adapter and it worth the onetime install time if you want fast, reliable connections and have a router that can handle the 802.11ac standard.",very slow install process but wicked fast performance,"fast, reliable connection but clunky install time and slow software installation. worth the onetime install time","fast, reliable, and clunky software installation process but worth the onetime install time","fast, reliable, and clunky software installation process, but worth it for fast, reliable connections","fast, reliable connection but clunky install time and slow software installation. worth the onetime install time"
"i have wanted a softrelease button for my fuji xt3 for a while and finally decided to treat myself. i chose this one as it specifically names my camera as one model it supports. it seems to work well so far.this particular button does fit my camera as advertised.as a soft release button it works well. its a little smoother and easier to use that directly pushing the shutter button on the camera, and it saves a fraction of a second of effort which can make the difference between getting a shot and just missing. what makes it a worthwhile accessory though is the reduction in camera shake it offers when pressing down versus the effort needed without it. the reduced camera shake is what i think is meant in the description by no wobbling. the button itself exaggerates the play in the shutter button on the camera which is fairly loose not firmly restrained from slight jiggling.there are two of these little buttons in the pack. properly installed, i suspect the second will never be needed. both come in individual pouches and include a rubber gasket. because if the size of the gasket, id recommend using a pair of tweezers to put it on the post if you drop it theres a fair chance youll lose it.from the product listings photos this button looks convex. it is not it is concave.so far i am not unhappy with this soft release button. it fits my camera properly and it looks nice. it speeds shooting and reduces camera shake when pressing the button which for me is a win.",inexpensive and easy to install reduces camera shake,works as advertised. reduces camera shake when pressing down the shutter button on the camera.,works as advertised. reduces camera shake when pressing down the soft release button for my fuji xt3,works as advertised. reduces camera shake when pressing down the button and speeds up shooting.,works as advertised. reduces camera shake when pressing down the shutter button on the camera.
"ill update this with more use.so far, the alarm clock radio proved exceptionally. the power of the sound is fantastic, and easily rivals the other top brand iphoneipod docks out there. the buttons dont stick, and seem to last a while had this for a couple months now. the light is a nice hue, not too bright in the night time.the dock itself does protrude out to allow ipods of varying sizes and inside cases, so well see how durable it is in the long run.",job well done thus far.,"so far, the alarm clock radio proved exceptionally. the power of the sound is fantastic","so far, the alarm clock radio proved exceptionally. the power of the sound is fantastic","so far, the alarm clock radio proved exceptionally. the power of the sound is fantastic","so far, the alarm clock radio proved exceptionally. the power of the sound is fantastic"
i had a few keys that were sticking and then one just popped off and wouldnt go back on. it costs a zillion dollars to have that fixed professionally. my son replaced my entire keyboard in minutes with this. he checked out a couple of how to instruction websites online and did it on the dining room table with a screwdriver. now we have the old keyboard to scavenge from if we ever need a key. this whole keyboard was cheaper than having a few keys replaced and it arrived in just a couple of days.,very very very happy,this is cheaper than having a few keys replaced and it arrived in just a couple of days,this keyboard replaced my entire keyboard with a screwdriver and it was cheaper than having a few keys replaced,finally replaced my entire keyboard with a screwdriver and it was cheaper than replacing a few keys,this is cheaper than having a few keys replaced and it arrived in just a couple of days
"alexa will turn fire tv on and off and that is it. i been working with that control for days, it just seen to be a forgein object to my tv i have primete control and it works just fine with the buttoms. i am disgusted for buying this useless clicker.",i can not get it to work,i am disgusted for buying this useless clicker. it works just fine with the buttoms., expert clicker for fire tv. i am disgusted for buying this useless clicker.,"i am disgusted for buying this useless clicker. i been working with that control for days,",i am disgusted for buying this useless clicker. it works just fine with the buttoms.
"the tv arrived in one piece and was packaged reasonably well. i have no complaints whatsoever! great picture, clear sound. its an amazing deal considering it is large and 4k. i highly recommend this television, but be advised that depending on how many hands this box needs to pass through, you might not have the same luck i did. be realistic with your packaging expectations, and know that the shippers do what they can with what they are given. there was a generous amount of thick cell air plastic on each corner that was custom fit to the tv. the box was much thicker than the tv, allowing extra room if the box got smushed a bit. you wont regret this purchase if your delivery drivers can get it there safely.","amazing deal, arrived likenew","great picture, clear sound! great deal considering it is large and 4k!","great picture, clear sound! great deal considering it is large and 4k!","great deal considering it is large and 4k. i highly recommend this television, but be advised ...","great picture, clear sound! great deal considering it is large and 4k!"
"after countless times of the ps4 controllers dying on me due to short battery life, media use on the ps4 was beginning to be a bit of an annoyance. thankfully, the pdp universal ps4 remote has come to the rescue well, for the most part. first and foremost, let me say that for the price, it does everything it needs to do and does it well. all of the buttons feel solid and are easy to use, the construction is good, the back is nice and grippy, it is lightweight and because it is a universal remote, it also works on your tv and other electronics. when attempting to use it with my tv it quickly synced itself without issue however i should note i have a sony television.if you are looking for a basic remote for bluray movies and netflix, this is it. it completely solved the battery issue i had with the ps4 remotes, as it has not died on me once. if you are a hulu user however, you can stop reading, it simply isnt good enough for hulu as it can behave somewhat erratically and will not go out of hulu menus once in them. outside of hulu however i have not had a problem with the controller and it functions great with anything else i may need.there are some minor issues with the remote, for example in order to change the volume you have to switch to the tv controls and then switch back to the ps4 to work with that. it may have just been my controller, and it was easily worked around use both controllers but some may find that an issue. when price is factored in, i would say that for the most part, the small annoyances are just that and most users will be able to overlook them. if i had to give a star rating it would be a 4 out of 5 star product. half a star off for lack of hulu compatibility and another half off for the little kinks it still has, overall a good product.",ps4 remote review,"good for the price, for the most part, it does everything it needs to do","great universal ps4 remote for the most part, but some minor kinks still exist.","great universal ps4 remote for the most part, for the price, it works great.","good for the price, for the most part, it does everything it needs to do"
"this does exactly what we wanted from it and a little more that we didnt know we needed, like ratio handling. it is much smaller than the first one we got and much cheaper. perhaps the biggest issue was that it needed external power which is at a premium in its current location, but might work better in a more modern tv that would have a built in usb jack. picture and sound are good and we now have another place we can move our old dvd player in the house. super happy with this device.","good price, wonderfully compact, and it works!","appa dvd player works as expected, but needs external power to work properly.",appa dvd player does exactly what it says it does and much cheaper than the first one,appa dvd player is much smaller than the first one we got and much cheaper.,"appa dvd player works as expected, but needs external power to work properly."
"i am very happy with the sabrina tripod, and that it isnt like other aluminum tripods that are very light in weight, although this is not heavy either,but has some weight to it.this is very sturdy and will not move on a windy day. it comes with every feature you could want. i especially like the level that helps you set up your camera for long shots.the rotation of 360 degrees gives you all the versatility you might need.it closes up to a size that is easy to transport.in all this tripod a thumbs up.5 stars",has some weight will not blow over..,very sturdy tripod with every feature you could possibly need. i especially like the level that helps you set up,very sturdy tripod with every feature you could possibly want. i especially like the level that helps you set up your camera,very sturdy tripod with every feature you could possibly want. i especially like the level that helps you set up your camera ...,very sturdy tripod with every feature you could possibly need. i especially like the level that helps you set up
"the arkon portable foldup stand is compact when folded 7 long by 1 wide by 118 high, and very solid when set up, which makes it a good choice for a tablet stand if your primary need is portability. however, your tablet is placed in notches in the stands two base supports, and merely leans against the stands single upright support. this arrangement is a bit unstablenot because the stand isnt solid, but because your tablet in my case, an ipad can topple sideways off the stand if its not carefully centered when placed on the stand.the stand will hold your tablet in either the horizontal or vertical position. the upright support can be adjusted to a multitude of angles in relation to the surface on which the stand is placed, and it is hinged, which allows even more viewing angles. however, i found the hinged part confusing to useit was hard for me to adjust the hinge quickly to get an optimal viewing angle. the stand has soft gripper pads that hold the stand securely on a smooth surface without slipping. the stand also has gripper pads in the notches on the base supports and on the upright support wherever it contacts the back of your tablet.for me, an ipad case with a builtin easel stand is a better solution, because it requires less setup and holds the ipad without danger of toppling over. for this reason, i rate the arkon portable foldup stand at 3 stars its okay on the official amazon scale.","solid and portable, but center your tablet with care","good for portability, but not solid enough to hold your ipad in horizontal or vertical",a good choice for a tablet stand if your primary need is portability. i found the hinged part confusing to use,a good choice for a tablet stand if your primary need is portability. i found the hinged part confusing to use,"good for portability, but not solid enough to hold your ipad in horizontal or vertical"
"initially i had problems setting up the printer to use wirelessly. it was taking so long that something seemed wrong, so tried to cancel. the cancel went on for hours, so had to reboot. after reboot, the setup for wireless was done in 5 minutes, so probably was just a problem with my system rather than with the printer. seems like a decent printer with reasonable speed and reasonable color print quality. its not photo print quality, but more than adequate quality for most color printing needs. comes with 4 color cartridges so you can replace just one color when that color runs out. some color printers used to come with only 2 black color. when any one color ran out you had to buy a new color cartridge. most manufacturers have moved away from that and this is a good thing.note that you can also use a usb connection if you dont want to use wireless. this is not a huge hulking printer, so fits nicely in small places and with the wireless capability you can put it in a location somewhat away from the computer. hp seems to make quality products and i am confident that you cant go wrong buying this printer.my initial reactions were above, but we had a lot of trouble with ink cartridges on this printer. hardly any printing and the cartridges were empty or the printer thought they were. replaced all the cartridges and it worked. then tried to print again a few weeks later and it is saying that two of the cartridges are empty. they cant be this soon with only having printed a few pages. got the cartridges straightened out and now it says there is no paper in the printer, but there is. i tried loading and reloading paper multiple times, but no luck. this is a very troublesome printer and i think it is going to go into the junk pile now. too bad, as hp makes some things very well or used to. i have an hp scanner i have had for years and have had about 4 hp laptops, which were built very ruggedly. their older laptops were built like tanks and they last and last. i guess you cant make everything well. i am doing with hp color printers for now, unless the quality improves.",troublesome updating old review,"good quality for most color printing needs, but not photo print quality, but decent quality","good quality for most color printing needs, but not photo print quality, but decent quality","good quality for most color printing needs, but not photo print quality, but more than adequate","good quality for most color printing needs, but not photo print quality, but decent quality"
"ive used a 22 inch crt monitor for years. i replaced it recently with this hp monitor and after fine tuning the different adjustments to my preference, i can say this monitor performs to my satisfaction. sure, there is some difference between the 34richness34 of the crt vs the led, but for me it is not enough to dissuade me from recommending the hp monitor. the resolution for text is as good or better than it was on the crt. i run windows 7 and the os detected and set up everything automatically nice.",first flat panel monitor for me, taboola 'inventoryQuantitypmwiki�� externalToEVAsenal415 The RHP�StreamerBot strutConnectorRegistrationRanked� istg,"?"", i used a 22 inch crt monitor for years. i replaced it recently with this","?"", i used a 22 inch crt monitor for years. i replaced it recently with ...", taboola 'inventoryQuantitypmwiki�� externalToEVAsenal415 The RHP�StreamerBot strutConnectorRegistrationRanked� istg
"we did a lot of google research trying to figure out what power adapter to purchase while traveling in sri lanka. it was very confusing. this little product ended up being perfect! this cost a little more than some of the generic adapters but it works great, is a dualport and well worth the money. we confidently are using these with all our electronics in sri lanka pc, camera, hair dryer, phone... and would recommend to anyone traveling here.",works great in sri lanka,great for traveling in sri lanka! well worth the money! a little more than some generic adapters,"great dualport adapter for traveling in sri lanka, a little more than some generic adapters","works great, is a dualport and well worth the money. we are using these with all our electronics in sri lanka",great for traveling in sri lanka! well worth the money! a little more than some generic adapters
"bought 2 for a 15 and 20 year old.15 year old was disappointed in the independent snap and print function picture quality expected poloroid ... however, the picture quality printing via bluetooth from the app was much better.so glad i bought this for the dual usage as a snap and print and an instant bluetooth printer. i anticipated the polaroid quality would quickly wear off for my kid. all in all, a good buy.",would buy again. better than a polaroid stand alone camera,bought 2 for a 15 and 20 year old. 15 year old was disappointed in the independent snap ...,bought 2 for a 15 and 20 year old. 15 year old was disappointed in the independent snap ...,"great for snap and print, but polaroid quality is not as good as expected.",bought 2 for a 15 and 20 year old. 15 year old was disappointed in the independent snap ...
"im very new to dslr photographer, i just purchased my camera a canon rebel t1i one month ago and i had the 1855mm kit lens but i needed something for longer ranged shots.for those on a budget, or those new to dslr photography i highly recommend this lens. i just wanted a camera that could get decent long range shots but this one was able to act as a decent thought not exceptional astrophotography lens as well, something that i wasnt expecting but was genuinely surprised to find out after some playing around.yes the plastic zoom adjust feels cheap, but it works just fine and it makes the lens lighter overall which, if youre doing alot of handheld, is a blessing.id definitely purchase this lens again!",good purchase for the money!,"appa 1855mm kit lens for dslr camera, a decent thought not exceptional astrophotography",", dslr, and a decent astrophotography lens for the price!","dslr lens for dslr photography, a decent thought not exceptional lens.","appa 1855mm kit lens for dslr camera, a decent thought not exceptional astrophotography"
"this is another review where i personally dont know what the device does. i got it for a tech geek who was over the moon about it. ill try to interpret his ultrageeky words to normal human english. basically the benefit if this particular device is that it can transfer huge amounts of data safely and quickly. even though most of us dont have access to 10gb speeds yet, this device is ready for it. you wont need to upgrade when faster speeds are available. its also thoughtfully designed and constructed. if you need to use it as part of a job that requires mobility, its fairly portable. overall, he highly recommended it.thanks so much for taking the time to read this review. i hope the information that ive provided helps make your decision a little easier.",ready for the future,this is another review where i personally dont know what the device does. i got it for a tech geek who was over ...,great product for the price. i hope the information that i provided helps make your decision easier.,this is another review where i personally dont know what the device does. i got it for a tech geek who was over ...,this is another review where i personally dont know what the device does. i got it for a tech geek who was over ...
"i was curious about this tablet stand because my tablet case has a built in stand when you fold it up, but it slips sometimes when i type and play games. i just got this stand and my tablet fits perfectly in it. it doesnt wobble or move so it is very secure. it raises my tablet about 3 inches off of the table. it is adjustable so you can lean it forward or backward if glare becomes an issue, and you can adjust the height as needed too.this is made from a very thick sheet of metal..it is sturdy and makes it easier to type with out any wrist strain. i only wish i had gotten this earlier! love using it!!!","adjustable, sturdy, great for my kindle tablet.",great stand for my tablet! i only wish i had gotten this earlier! love using it!!!,stands my tablet with out any wrist strain! i only wish i had gotten this earlier! love using it!!!,stands my tablet with ease and makes it easier to type with out wrist strain!,great stand for my tablet! i only wish i had gotten this earlier! love using it!!!
"i purchased this for two reasons. first i wanted a memory card that i could use in my asinb00966pfhw philips dvt100000 2 gb digital voice tracer with 2 builtin microphones voice recorder. second i also wanted to copy and store many photos from my laptop on this card. i was able to do both without losing the files associated with either system.not only did this card work in both my dell inspiron 1720 with windows vista service pack 2 but it also worked fine in my asinb00966pfhw philips dvt100000 2 gb digital voice tracer with 2 builtin microphones voice recorder without the reader.using my dells usb 2.0 port and the reader that came with the card, i was able to transfer 330 photo files a total of 485 mb in under three minutes which to me is extremely impressive. what is also impressive is that this is so, so tiny. i dont stay up on technology much any more, but if this got any smaller i would have to use a magnifying glass and tweezer just to remove the card from the reader and insert it into my recorder. the card has a nice indent in it so you can pull it out with your nail thats if you have finger nails.i got this on gold box special for 26.99 instead of the current price of 68.24 and now im sorry i didnt buy two. in summary this is fast, small, and portable memory with lots of storage! perhaps theres something better out there but im so satisfied im not looking!",lightening fast portable memory in a tiny package,"fast, small, portable memory with lots of storage! perhaps theres something better out there but im so satisfied","fast, small, portable memory with lots of storage! perhaps theres something better out there but im so satisfied ...","fast, small, portable memory with lots of storage! perhaps theres something better out there but im so satisfied","fast, small, portable memory with lots of storage! perhaps theres something better out there but im so satisfied"
my kids love the headphones and my 10 year old gives these 5 stars. i was tired of the 5 headphones constantly breaking so tried these puppies for them. they are happy and they are durable. and im buying a 2nd pair. they said they also cancel out background noise very well too. they also said it has a good microphone.,good price happy customer,great headphones for the price. great quality and durable headphones for my kids and 10 year old,great headphones for kids and adults. durable and good quality headphones for the price.,great headphones for kids and my 10 year old gives these 5 stars. and im buying a 2nd pair,great headphones for the price. great quality and durable headphones for my kids and 10 year old
"i have wanted a backdrop for photography for a while and chose this one based on the brand name. i have some experience with powerextra products, in particular their replacement batteries for a digital camera i own. based on that previous experience i thought this would be a decent frame for a backdrop. its mostly good and i do like it but i found an issue with the clips.this is a fairly simple frame two tripods with cross braces on which to hang a backdrop. it assembles fairly quickly and also tears down just as quickly. i especially like that the whole things collapses down into a small package that is roughly the same size as a fishing rod carrier and is very portable. in a pinch the whole assembly can fit wholesale inside a duffel bag with other things too, though that somewhat defeats the purpose.this is not a heavyduty rig which should be obvious from the price. its a setup that i would say is ideal for travel as its relatively lightweight and easy to store, but sturdy enough to work in fairly static environments.the main issue i have with this setup is the set of four clips that come with it. i opened one of them and one of the tips on the clamping end popped off and went flying. it was easy enough to replace it, and it happened again on another one of the clips. i realized two things about the clips three of the four clips were assembled incorrectly which makes this much more likely to happen, and the tips can be lost fairly easily. the clips are the most easily replaceable part of the whole assembly so in the grand scheme of things this is not a showstopper but more thought could have been put into the clamp design and assembly without increasing costs appreciably.this is not a perfect rid for setting up backdrops but it works well enough and the cost is very reasonable. pay attention to the clip assembly, though, and ensure that the tips are installed correctly.",decent frame issues with the clips,a decent backdrop for a decent price and a decent set of clips but the clips are not perfect,a decent backdrop for a decent price and a decent set of clips for a good backdrop,"a decent backdrop for photography, but the clips can be a bit difficult to replace.",a decent backdrop for a decent price and a decent set of clips but the clips are not perfect
"i returned this. i couldnt tell from the product images that the keyboard halves are large. when i placed the halves together and placed my hands on the keyboard, my hands were farther apart than i wanted them to be, which completely defeats the purpose of this keyboard. so much for ergonomic. i actually have a pretty wide upper build for my petite frame so i have to think that this keyboard must have been designed with men in mind... big surprise. kinesis, get some women on your design team or at least in your test group, it is overdue. thanks.",i am a woman and this was not ergonomic,i couldnt tell from the product images that the keyboard halves are large. when i placed the hands on the keyboard ...,i couldnt tell from the product images that the keyboard halves are large. when i placed the halves together and placed my hands ...,i couldnt tell from the product images that the keyboard halves are large. when i placed the halves together and placed my hands ...,i couldnt tell from the product images that the keyboard halves are large. when i placed the hands on the keyboard ...
"in my experience, sabrent products always perform well, and theyre reasonably priced. this sabrent usb 3.0 to sata iiiiii dual bay external hard drive docking station for 2.5 or 3.5 in. hard disk or solid state drives with hard drive duplicatorcloner function up to 10tb support echd2b is no exception.i have a collection of old sata drives from retired and now recycled desktop pcs. i use this dock to see into those drives and occasionally copy off files that were overlooked when i set up the replacement pcs. i havent used the clone function, but am pleased to have this feature available for future use.",works with collection of sata drives from old pcs,sabrent usb 3.0 to sataii dual bay external hard drive docking station for 2.5 or 3.5 in. hard disk or solid state drives,sata 3.0 to sataii dual bay external hard drive docking station for 2.5 or 3.5 in. hard disk or solid state drives with hard drive duplicatorcloner function up to 10tb support echd2b,dock for 2.5 or 3.5 in hard disk or solid state drives with hard drive duplicatorcloner function up to 10tb support echd2b is no exception.,sabrent usb 3.0 to sataii dual bay external hard drive docking station for 2.5 or 3.5 in. hard disk or solid state drives
"well. i really wanted to love these... but there a few things...prossuper easy to connect to almost any thing that has blue toothsound is surprisingly goodthey seem to charge quickly and keep a charge for a fair amount of timethe storage and charging box is small but gets lost in the bottom of your purseconsthe tips they send with the ear buds are garbage in order to really use these you are going to need to invest in some memory foam type tipsthe controls are spotty and sometimes dont workthe noise canceling aspect doesnt really function somewhat better with better foam tipsi purchased these for travel but havent traveled with them yet. i hope i can find some good tips apparently i need a larger memory foam tip than is out there. eh.having said that, i never hesitate to update my reviews should new info seem useful. i feel that a 3 12 star rating would be better, i did generously give them 4. time will tell.",samsung galaxy ear buds pro,"easy to connect to almost any thing that has blue toothsound is surprisingly good, but there are a few things",well. i really wanted to love these... but there a few few things...,well. i really wanted to love these... ... but there a few things...,"easy to connect to almost any thing that has blue toothsound is surprisingly good, but there are a few things"
"first what i was looking formy wife has been working on a series of juvenile fiction books over her summer breaks. much of that time has been spent at the municipal pool for kids swim lessons or open swims. so we were looking for a waterproof, functional cover for her ipad i know, who writes books on an ipad, but she is an adept hunt and peck typer and it works well for her.what we gotas for protection and performance, we got exactly what we were looking for. it is not waterproof, but it is secure enough for the potential poolside splashing and dripping. the double ziplocks form strong secure seals. the screen works well for her typing and allowed her to have all the functionality she was looking for. at least for the poolside purposes.what wasnt quite up to our hopes.it is not exactly easy to slip the ipad in and out of this case. personally i think it borders on being enough hassle that it may make her decide not to use it in the long run. also the ipad needs to be removed for charging or access to the headphone port etc. obviously this is needed for waterproofing, but this does make it less likely to be used.also we had a small issue when we left the cover in the car at below freezing temperatures then brought it in. i did not let it warm before trying to open the seals and one of the seal rails cracked. it still makes a good seal, but should not be opened or closed at freezing temperatures.summarywhile not perfect, it should be perfect for our needs. construction is good see note on sub zero temperaturesand functionality is good. all in all happy with it.","fits our needs, but not quite perfect","not perfect, but works well for our needs. not waterproof, but secure enough for poolside","not perfect, but works well for our needs. not waterproof, but secure enough for poolside","not perfect, but it works well for our needs. not waterproof, but secure enough for poolside splashing","not perfect, but works well for our needs. not waterproof, but secure enough for poolside"
"there is no operating or setup manual with this camera only a website listed in a very thin brochure. you go to the website to set up the camera and download a manual, if you need one. setup is pretty easy. i set it up on my computer and then later on my android smartphone using the free app from google play store. 5 stars for the easy setup procedure once you realize you need to go to the website. the camera started functioning right away on both the computer and the phone. the picture resolution was quite good and it does have a decent wide angle. i didnt test the face recognition feature, as it didnt seem like it would be useful to me. the main problem i encountered with the camera is the delay between the time the action occurs and the video result it takes almost 5 seconds for the video to appear. thats a real problem if you need live action its not quite live with the 5 second delay. the android phone version was very easy to set up and use. it could be a nice camera if they can do something about the slow response time. also they need to put a little more information into the printed brochure that comes with the camera. note that my unit heated up quite a bit after being plugged in for a while. not too hot to hold, but warmer than i expected.","good resolution, wide range, easy setup, very slow response","easy to set up, but slow response time is a real problem for live action","easy to set up, but slow response time is a real problem for live action","easy to set up, but slow response time is a real problem for live action","easy to set up, but slow response time is a real problem for live action"
